Name	Brewery	Style	ABV	IBU	Location	Brewery_Website	Out_of_Production
Keiberg	Brouwerij Vandaele	Blond	7.0	N/A	Torhout	N/A	N/A
39	Brouwerij Vandaele	Saison	6.5	N/A	Torhout	N/A	N/A
Timmermans Woudvruchten-Fruits de la Forêt	Timmermans	Fruitbier bosvruchten	4.0	N/A	Itterbeek	https://brtimmermans.be/nl/	N/A
Timmermans Framboise Lambicus	Timmermans	Fruitbier frambozen	4.0	N/A	Itterbeek	https://brtimmermans.be/nl/	N/A
Timmermans Peche Lambic	Timmermans	Fruitbier perzikken	4.0	N/A	Itterbeek	https://brtimmermans.be/nl/	N/A
Timmermans Oude Gueuze	Timmermans	Gueuze	5.5	N/A	Itterbeek	https://brtimmermans.be/nl/	N/A
Tonneke	Contreras	Amber ale	5.0	N/A	Gavere	http://www.contreras.be	N/A
Contrapils	Contreras	Pils	5.0	N/A	Gavere	http://www.contreras.be	N/A
X-Mas Beer	Contreras	Tripel	8.0	N/A	Gavere	http://www.contreras.be	N/A
Valeir Blond	Contreras	Blonde ale	6.5	N/A	Gavere	http://www.contreras.be	N/A
Mars Especial	Contreras	Sterke ale	6.5	N/A	Gavere	http://www.contreras.be	N/A
Troubadour Blond	The Musketeers	Blonde ale	6.5	30.0	Sint-Gillis-Waas	https://www.themusketeers.be/nl/	N/A
Troubadour Obscura	The Musketeers	Sterke ale donker	8.2	30.0	Sint-Gillis-Waas	https://www.themusketeers.be/nl/	N/A
Uitzet 1730	Beer Solutions	Sterke ale blond	6.8	N/A	Berlare	https://beer-solutions.webnode.be	N/A
Bock	Urthel	Dubbel abdij	7.5	N/A	Ruiselede	https://www.urthel.com	N/A
Hibernus Quentum	Urthel	Tripel	9.0	N/A	Ruiselede	https://www.urthel.com	N/A
Hop-it	Urthel	Sterke ale blond	9.5	N/A	Ruiselede	https://www.urthel.com	N/A
Novicius Vertus	Urthel	Donkere ale	5.9	N/A	Ruiselede	https://www.urthel.com	N/A
Samaranth	Urthel	Quadrupel	11.5	N/A	Ruiselede	https://www.urthel.com	N/A
Tonicum Finiboldhus	Urthel	Sterke ale amber	7.5	N/A	Ruiselede	https://www.urthel.com	N/A
Aardmonnik - Earthmonk	De Struise Brouwers	Oud bruin	8.0	N/A	De Panne	https://struise.com/about/	N/A
Struise Witte	De Struise Brouwers	Witbier	5.0	N/A	De Panne	https://struise.com/about/	N/A
Struise Rosse	De Struise Brouwers	Amber ale	6.0	N/A	De Panne	https://struise.com/about/	N/A
Pannepot	De Struise Brouwers	Sterke ale	10.0	N/A	De Panne	https://struise.com/about/	N/A
Kloeke Blonde	De Struise Brouwers	Blond	6.0	N/A	De Panne	https://struise.com/about/	N/A
Tsjeeses	De Struise Brouwers	Sterke ale amber	10.0	35.0	De Panne	https://struise.com/about/	N/A
Villers Veuille Oud	Huyghe	Donkere ale	7.0	N/A	Melle	https://www.delirium.be/nl	N/A
Villers Tripel	Huyghe	Tripel	8.5	N/A	Melle	https://www.delirium.be/nl	N/A
Villers Blond	Huyghe	Blonde ale	7.5	N/A	Melle	https://www.delirium.be/nl	N/A
Vlaamsche Leeuw Tripel	De Brouwerij van Vlaanderen bvba	Tripel	8.0	N/A	Wielsbeke	https://www.vlaamscheleeuw.com/nl	N/A
Vlaamsche Leeuw Donker	De Brouwerij van Vlaanderen bvba	Dubbel abdij	7.5	N/A	Wielsbeke	https://www.vlaamscheleeuw.com/nl	N/A
Vlaamsche Leeuw Blond	De Brouwerij van Vlaanderen bvba	Blonde ale	5.2	N/A	Wielsbeke	https://www.vlaamscheleeuw.com/nl	N/A
Druide Blond	Druïde	Blond	6.5	N/A	Deerlijk	N/A	No longer in production
Overleieneire	Druïde	nbekend - Unknown - Inconnu	6.0	N/A	Deerlijk	N/A	No longer in production
ARTFX	Brouwerij Vandaele	Quadrupel	9.5	N/A	Torhout	N/A	N/A
Living Tripel	Proefbrouwerij	Tripel	9.0	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Antiek Blond	Deca	Blond	8.0	N/A	Woesten-Vleteren	https://www.decabrouwerij.be/nl/	N/A
Antiek Bruin	Deca	Donker	8.0	N/A	Woesten-Vleteren	https://www.decabrouwerij.be/nl/	N/A
Antiek Blond Super 5 Ale	Deca	Blond	5.0	N/A	Woesten-Vleteren	https://www.decabrouwerij.be/nl/	N/A
Snaaskerstbier	Deca	Sterke ale donker	8.0	N/A	Woesten-Vleteren	https://www.decabrouwerij.be/nl/	N/A
Vleteren Alt Donker	Deca	Sterke ale donker	8.0	N/A	Woesten-Vleteren	https://www.decabrouwerij.be/nl/	N/A
Vleteren Super 8 Blond	Deca	Tripel	8.0	N/A	Woesten-Vleteren	https://www.decabrouwerij.be/nl/	N/A
Witkap Pater Stimulo	Slaghmuylder	Blonde ale	6.0	N/A	Ninove	http://www.witkap.be	N/A
Witkap Pater Dubbele Pater	Slaghmuylder	Dubbel abdij	7.0	N/A	Ninove	http://www.witkap.be	N/A
Witkap Pater Tripel	Slaghmuylder	Tripel	7.5	N/A	Ninove	http://www.witkap.be	N/A
Slaghmuylder's Paasbier	Slaghmuylder	Paasbier pils	5.2	N/A	Ninove	http://www.witkap.be	N/A
Slaghmuylder's Kerstbier	Slaghmuylder	Kerstbier pils	5.5	N/A	Ninove	http://www.witkap.be	N/A
Tafel Hell	Slaghmuylder	Laagalcoholisch blond	2.0	N/A	Ninove	http://www.witkap.be	N/A
Wittekerke	De Brabandere - voorheen Bavik	Witbier	5.0	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	N/A
Wittekerke speciale	De Brabandere - voorheen Bavik	Witbier	5.8	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	N/A
Wittekerke Rose	De Brabandere - voorheen Bavik	Fruitbier frambozen	4.3	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	N/A
Bavik Ezel Wit	De Brabandere - voorheen Bavik	Witbier	6.8	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	N/A
Klavertje 4 Bier	Brouwerij Vandaele	Saison	6.5	N/A	Torhout	N/A	N/A
Petrus Oud Bruin	De Brabandere - voorheen Bavik	Rood bruin	5.5	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	N/A
Petrus Dubbel Bruin	De Brabandere - voorheen Bavik	Dubbel abdij	6.5	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	N/A
Petrus Blond	De Brabandere - voorheen Bavik	Blond	6.6	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	N/A
Petrus Winterbier	De Brabandere - voorheen Bavik	Ale	6.5	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	No longer in production
Petrus Aged Pale	De Brabandere - voorheen Bavik	Wilde ale	7.3	N/A	Bavikhove	https://www.brouwerijdebrabandere.be/nl	N/A
St-Martin Dark	Brunehaut	Dubbel abdij	8.0	N/A	Rogny-brunehaut	https://brunehaut.com/	N/A
Kwets	Beer Solutions	Witbier	6.8	N/A	Berlare	https://beer-solutions.webnode.be	N/A
Decibel	De Hoevebrouwers	Sterke ale	7.3	N/A	Zottegem	https://www.dehoevebrouwers.be/	N/A
Lex'ke	Alvinne	Ale	6.3	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Koriala	Lupiline	Ale	7.0	N/A	Kuurne	N/A	No longer in production
Kraaike Sleedoorn	Craywinckelhof	Fruitbier	5.8	N/A	Lubbeek	http://www.craywinckelhof.eu	N/A
Ichtegem's Grand Cru	Strubbe	Rood bruin	6.5	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Augrenoise Blonde	Augrenoise	Blond	6.5	N/A	Casteau	https://augrenoiseweb.wixsite.com/site	N/A
Dragon	Saint-Monon	Kruidenbier	6.5	N/A	Ambly-Nassogne	https://saintmonon.be/nl/home-nl/	N/A
Den Herberg Tarwe	Den Herberg	Witbier	5.2	N/A	Buizingen	https://denherberg.be/	N/A
Den Herberg Blond	Den Herberg	Blond	5.0	N/A	Buizingen	https://denherberg.be/	N/A
Den Herberg Amber	Den Herberg	Amber ale	5.0	N/A	Buizingen	https://denherberg.be/	N/A
Maes Zero	Alken-Maes	Laag alcoholisch	N/A	N/A	Alken	https://www.alken-maes.be/	N/A
Historic'Ale	Hepta	Gruut	4.5	N/A	GESVES	http://hepta.be	N/A
Rodenbach Vin de Cereale	Rodenbach	rood bruin	10.0	N/A	Roeselare	https://be.rodenbach.be/be/nl/age-gate.html?redirect=%2Fbe%2Fnl.html	N/A
Hoegaarden Citroen	Hoegaarden	Radler	3.0	N/A	Hoegaarden	https://hoegaarden.com/	N/A
Grimbergen Goud Dorée	Alken-Maes	Tripel	8.0	N/A	Alken	https://www.alken-maes.be/	N/A
HIK bier blond	Het Alternatief	Blond	7.0	N/A	IZEGEM	N/A	No longer in production
HIK bier bruin	Het Alternatief	Ale	6.5	N/A	IZEGEM	N/A	No longer in production
Piet-Agoras	Het Alternatief	Sterke ale	9.0	N/A	IZEGEM	N/A	No longer in production
La Baraque	Brasserie du Borinage	Strong Golden Ale	8.0	28.0	Boussu-Lez-Mons	https://brasserieduborinage.be/	N/A
Kroegbier Goud	Bierhuisje Kroegske	Ale	6.6	N/A	Izegem	https://www.jelle.nu/bier.html	N/A
Kroegbier Wit	Bierhuisje Kroegske	Witbier	5.5	N/A	Izegem	https://www.jelle.nu/bier.html	N/A
Kroegbier Super	Bierhuisje Kroegske	Sterke ale	9.0	N/A	Izegem	https://www.jelle.nu/bier.html	N/A
Kroegbier Pater	Bierhuisje Kroegske	Quadrupel	9.5	N/A	Izegem	https://www.jelle.nu/bier.html	N/A
Kroegbier Saison	Bierhuisje Kroegske	Saison	6.0	N/A	Izegem	https://www.jelle.nu/bier.html	N/A
Gouden Carolus Hopsinjoor	Het Anker	Sterke ale	8.0	50.0	Mechelen	https://www.hetanker.be/nl	N/A
Balzello	Boelens	Amber	6.5	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Adriaen Brouwer Dark Gold	Roman	Sterke ale donker	8.0	N/A	Oudenaarde	https://www.roman.be/nl	N/A
Netebuk Original	Gulden Spoor	Ale	6.5	N/A	Gullegem	https://www.guldenspoor.be/	N/A
Maartje van Heule	Gulden Spoor	Sterke ale	8.5	N/A	Gullegem	https://www.guldenspoor.be/	N/A
De Heerlijkheid van Heule	Gulden Spoor	nbekend - Unknown - Inconnu	8.0	N/A	Gullegem	https://www.guldenspoor.be/	N/A
Schommelpeird	De Struise Brouwers	Sterke ale amber	10.0	N/A	De Panne	https://struise.com/about/	N/A
Timmermans Oude Kriek	Timmermans	Fruitbier krieken	5.5	N/A	Itterbeek	https://brtimmermans.be/nl/	N/A
Belle-Vue Kriek Extra	Belle-Vue	Fruitbier krieken	4.3	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	N/A
Saison Sambucus	't Arrondissement	Saison	6.5	19.0	Vilvoorde	https://www.tarrondissement.be/	N/A
Jacobins KRIEK MAX	Vander Ghinste	Fruitbier krieken	3.5	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
In De Naam Van De Zoon: Custodia	Heilig Hart	Sour	4.5	N/A	Wetteren	http://www.heilighartbrouwerij.be/	N/A
In De Naam Van De Heilig Geest: Agapè	Heilig Hart	Sour	6.1	11.0	Wetteren	http://www.heilighartbrouwerij.be/	N/A
Kwelchouffe	Achouffe	Sterke ale	8.5	N/A	Achouffe-Wibrin	https://chouffe.com/nl-be/welkom/	N/A
Alexander	Rodenbach	Rood bruin	5.6	9.0	Roeselare	https://be.rodenbach.be/be/nl/age-gate.html?redirect=%2Fbe%2Fnl.html	N/A
In De Naam Van De Zoon: Soli Deo	Heilig Hart	Grape Ale	5.5	31.0	Wetteren	http://www.heilighartbrouwerij.be/	N/A
Bockor Pils	Vander Ghinste	Pils	5.2	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
Blauw	Vander Ghinste	Pils	5.2	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
Jacobins Kriek	Vander Ghinste	Fruitbier krieken	4.5	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
Jacobins Gueuze	Vander Ghinste	Gueuze	5.5	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
Jacobins Framboise Max	Vander Ghinste	Fruitbier	4.0	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
Jacobins Passion Max	Vander Ghinste	Fruitbier	3.0	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
Bellegems Bruin	Vander Ghinste	Rood bruin	5.5	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
Bellegems Witbier	Vander Ghinste	Witbier	5.5	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
In de Naam van de Heilige Geest: Epiclese	Heilig Hart	Sour	6.5	14.0	Wetteren	http://www.heilighartbrouwerij.be/	N/A
Cosmic Rainbow	Brasserie Surréaliste	Porter	7.2	N/A	Brussel	https://shop.brasseriesurrealiste.com/	N/A
Valeir Divers	Contreras	Tripel	8.5	N/A	Gavere	http://www.contreras.be	N/A
Valeir Extra	Contreras	IPA	6.5	N/A	Gavere	http://www.contreras.be	N/A
IV Saison	Jandrain-Jandrenouille sprl	Saison	6.5	N/A	Jandrain-Jandrenouille (Orp-Jauche)	http://www.brasseriedejandrainjandrenouille.com/	N/A
Alpaide	Nieuwhuys	Tripel	10.0	N/A	Hoegaarden	http://www.nieuwhuys.be/	N/A
Himelein	Vissenaken	Ale	6.0	N/A	Vissenaken	https://www.brouwerijvissenaken.be/	N/A
Fasso	Vissenaken	Ale	6.5	N/A	Vissenaken	https://www.brouwerijvissenaken.be/	N/A
Omer	Vander Ghinste	Sterke ale	8.0	30.0	Bellegem	https://www.omervanderghinste.be/nl	N/A
Festina lente	Alvinne	Kruidenbier	7.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Morpheus Tripel	Alvinne	Tripel	8.7	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Alvinne Extra Restyled	Alvinne	Blonde ale	7.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Podge Belgian Imperial Stout	Alvinne	Stout	10.5	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Podge Oak Aged Stout	Alvinne	Stout	11.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Eycken Balthazar	Alvinne	Sterke ale	9.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Gaspar	Alvinne	Sterke ale	8.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
n MAUROOTJE	Alvinne	Saison	6.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
KERASUS	Alvinne	Wilde ale	6.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
La Chêneuse	Microbrasserie La Trap’Taupe	Blond	6.5	N/A	Miécret	https://www.traptaupe.be/	N/A
Eerwaarde Pater	Het Alternatief	Sterke ale	9.0	N/A	IZEGEM	N/A	No longer in production
De Slekkestekker	Alvinne	nbekend - Unknown - Inconnu	6.5	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
Vossen met de Meynen Blond	Brewingfox	Blonde ale	6.5	N/A	Mechelen	www.brewingfox.be	No longer in production
La Taupe Pascale	Microbrasserie La Trap’Taupe	Witbier	4.5	N/A	Miécret	https://www.traptaupe.be/	N/A
Ghesellen Bier	Boelens	nbekend - Unknown - Inconnu	N/A	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Ne Walenman	Boelens	nbekend - Unknown - Inconnu	6.0	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
't Bolderke	Boelens	nbekend - Unknown - Inconnu	N/A	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Black Albert	De Struise Brouwers	Stout	13.0	N/A	De Panne	https://struise.com/about/	N/A
Cuvee Delphine	De Struise Brouwers	Stout	13.0	72.0	De Panne	https://struise.com/about/	N/A
L'esprit de Noël	Dochter van de Korenaar	Donker	8.5	N/A	Baarle-Drongen	https://www.dedochtervandekorenaar.be/nl/	N/A
Liers Kerstbier	Strubbe	Ale	6.0	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Koekelaring	De Hoevebrouwers	Dubbel abdij	6.5	30.0	Zottegem	https://www.dehoevebrouwers.be/	N/A
Toria Blond	De Hoevebrouwers	Blonde ale	6.5	24.0	Zottegem	https://www.dehoevebrouwers.be/	N/A
Fantome de Noel	Fantome	Saison	10.0	N/A	Soy	http://www.fantome.be	N/A
Best Christmas Wishes	Het Anker	Kerstbier	8.0	N/A	Mechelen	https://www.hetanker.be/nl	No longer in production
Black Mortal	Mortal's Beers - gesloten	Sterke ale	8.0	N/A	Jamagne	N/A	No longer in production
Yellow Mortal	Mortal's Beers - gesloten	Amber ale	7.0	N/A	Jamagne	N/A	No longer in production
Kool Mortal	Mortal's Beers - gesloten	Ale	5.2	N/A	Jamagne	N/A	No longer in production
Season Mortal	Mortal's Beers - gesloten	Sterke ale blond	7.2	N/A	Jamagne	N/A	No longer in production
Christmas Mortal	Mortal's Beers - gesloten	Sterke ale	8.0	N/A	Jamagne	N/A	No longer in production
Sun Mortal	Mortal's Beers - gesloten	Blonde ale	5.6	N/A	Jamagne	N/A	No longer in production
Ligre Premium Pilsener	Martens	Pils	5.0	N/A	Bocholt	https://www.martens.be/	N/A
Barley Army	Malterfakker	Barleywine	10.0	N/A	Breisem (Tienen)	http://brouwateljee.be/	N/A
Moi - Max on Ice	Vander Ghinste	Fruitbier	4.0	N/A	Bellegem	https://www.omervanderghinste.be/nl	N/A
De Graal Slock	De Graal	IPA	6.5	N/A	Brakel	https://degraal.be/	N/A
Moût de Raison	Atrium	Grape Ale	8.0	N/A	Marche-en-Famenne	https://www.brasserieatrium.be/	N/A
La trippolosa	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	N/A
Kira	Huyghe	Witbier	5.0	N/A	Melle	https://www.delirium.be/nl	N/A
Campus Premium	Huyghe	Pils	5.0	N/A	Melle	https://www.delirium.be/nl	No longer in production
One Two Triple	One Two Beer	Tripel	7.2	N/A	Lamontzée	https://www.onetwo-beer.be/	N/A
Orient-Ale	Dochter van de Korenaar	Blond	8.0	N/A	Baarle-Drongen	https://www.dedochtervandekorenaar.be/nl/	N/A
Belle-Vue Extra Framboise	Belle-Vue	Fruitbier frambozen	2.9	N/A	St-Pieters-Leeuw	https://ab-inbev.be/	N/A
Hofdraak	Hofbrouwerijke	Ale	6.2	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Hoftrol	Hofbrouwerijke	Ale	6.2	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Hofblues	Hofbrouwerijke	Stout	5.5	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Hofelf	Hofbrouwerijke	Sterke ale	7.5	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Blondelle	Hofbrouwerijke	Blond	7.0	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Hofpint	Hofbrouwerijke	Pils	5.5	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Bosprotter	Hofbrouwerijke	Tripel	8.5	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Hofnar	Hofbrouwerijke	Ale	9.0	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Hof Korvatunturi	Hofbrouwerijke	Sterke ale	11.0	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Sterke Peer Blond	Hofbrouwerijke	Blond	8.0	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Sterke Peer Bruin	Hofbrouwerijke	nbekend - Unknown - Inconnu	6.0	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Servais	Brouwerij Serafijn	Blonde ale	5.5	N/A	Itegem	N/A	N/A
Leffe Tablee	Leffe - Inbev	Ale	7.1	N/A	Dinant	https://leffe.com/nl	N/A
Winter Lambiek	Oud Beersel	Lambiek	6.8	N/A	Beersel	https://oudbeersel.com/	N/A
Antwerps Blond	't Pakhuis	Blond	5.1	N/A	Antwerpen	http://www.pakhuis.info	N/A
Antwerps Bruin	't Pakhuis	Donker	5.5	N/A	Antwerpen	http://www.pakhuis.info	N/A
Den Bangelijke	't Pakhuis	Sterke ale	8.3	N/A	Antwerpen	http://www.pakhuis.info	N/A
Antwerps Kerst	't Pakhuis	Kerstbier	7.8	N/A	Antwerpen	http://www.pakhuis.info	N/A
Now or Never	Brussels Beer Project	IPA	4.3	N/A	Brussel	http://beerproject.be/?lang=nl	N/A
Captain Cooker	Captain Cooker International VOF	Speciale kruidenbier	5.7	N/A	Gent	http://www.captaincooker.com/	N/A
Slaapmutske Christmas	Slaapmutske	Kerstbier donker	7.4	N/A	Melle	http://www.slaapmutske.be/	N/A
Embrasse	Dochter van de Korenaar	Sterke ale	9.0	N/A	Baarle-Drongen	https://www.dedochtervandekorenaar.be/nl/	N/A
Hive Mind	Brussels Beer Project	Stout	12.1	N/A	Brussel	http://beerproject.be/?lang=nl	N/A
Melchior	Alvinne	Sterke ale	11.0	N/A	Moen/Zwevegem 	https://www.alvinne.com/	N/A
CFFEE PLE ALE	Brussels Beer Project	Pale ale	6.0	N/A	Brussel	http://beerproject.be/?lang=nl	N/A
Pannepeut - Old Monk's Ale	De Struise Brouwers	Sterke ale	10.0	N/A	De Panne	https://struise.com/about/	N/A
Flora Sour Cherry	De Wilde Brouwers	Fruitbier	3.5	N/A	Merelbeke	https://www.dewildebrouwers.be/	N/A
IJzerbier	Leroy	Quadrupel	10.0	N/A	Boezinge	https://www.leroybreweries.be/	N/A
Panneschum Blond	Leroy	Blond	10.0	N/A	Boezinge	https://www.leroybreweries.be/	N/A
Authentique Blonde	Authentique	Blond	6.5	N/A	Blaton	https://www.authentiquebrasserie.be/	N/A
Authentique Ambrée	Authentique	Amber	5.0	N/A	Blaton	https://www.authentiquebrasserie.be/	N/A
Authentique Triple	Authentique	Tripel	9.5	N/A	Blaton	https://www.authentiquebrasserie.be/	N/A
Authentique Blonde de Noel	Authentique	Kerstbier blond	9.0	N/A	Blaton	https://www.authentiquebrasserie.be/	No longer in production
La Pils des 3 Canaux	Authentique	Pils	4.5	N/A	Blaton	https://www.authentiquebrasserie.be/	N/A
Druide Bruin	Druïde	Ale	6.5	N/A	Deerlijk	N/A	No longer in production
Pikamiel	De Backer	Donker	6.9	25.0	Massemen	https://pikaflor.be/	N/A
La Moneuse	Blaugies	Saison	8.0	N/A	Blaugies-Dour	http://www.brasseriedeblaugies.com	N/A
Saison d' Epeautre	Blaugies	Saison	6.0	N/A	Blaugies-Dour	http://www.brasseriedeblaugies.com	N/A
Biere Darbyste	Blaugies	Ale	5.8	N/A	Blaugies-Dour	http://www.brasseriedeblaugies.com	N/A
La Moneuse Speciale Noell	Blaugies	Sterke ale	8.0	N/A	Blaugies-Dour	http://www.brasseriedeblaugies.com	N/A
Cuvee de l' Ecureuil	Blaugies	nbekend - Unknown - Inconnu	8.0	N/A	Blaugies-Dour	http://www.brasseriedeblaugies.com	N/A
De Nacht	Vissenaken	Ale	5.2	N/A	Vissenaken	https://www.brouwerijvissenaken.be/	N/A
Sainte Helene Blonde	Sainte-Helene	Blonde ale	6.5	N/A	Ethe	http://www.sainte-helene.be	N/A
Sainte Helene Ambrée	Sainte-Helene	Sterke ale	7.5	N/A	Ethe	http://www.sainte-helene.be	N/A
La Prime	Sainte-Helene	Sterke ale	8.5	N/A	Ethe	http://www.sainte-helene.be	N/A
La Djean Tripel	Sainte-Helene	Tripel	9.0	N/A	Ethe	http://www.sainte-helene.be	N/A
La Grognarde	Sainte-Helene	Blonde ale	5.5	N/A	Ethe	http://www.sainte-helene.be	N/A
Traquebois	Sainte-Helene	Amber ale	5.8	N/A	Ethe	http://www.sainte-helene.be	N/A
St. Bernardus Christmas	Sint-Bernardus	Kerstbier donker	10.0	N/A	Watou	https://www.sintbernardus.be/	N/A
Augrenoise Blonde de Noel	Augrenoise	Kerstbier	9.5	N/A	Casteau	https://augrenoiseweb.wixsite.com/site	N/A
La Botteresse de Noel	La Botteresse	Sterke ale	10.5	N/A	Saint-Georges	https://www.labotteresse.be/	N/A
La Botteresse Ambree	La Botteresse	Sterke ale	8.5	N/A	Saint-Georges	https://www.labotteresse.be/	N/A
La Botteresse Blonde	La Botteresse	Blond	7.0	N/A	Saint-Georges	https://www.labotteresse.be/	N/A
La Botteresse Cerise	La Botteresse	Fruitbier	6.0	N/A	Saint-Georges	https://www.labotteresse.be/	N/A
La Botteresse Miel	La Botteresse	Honingbier	8.5	N/A	Saint-Georges	https://www.labotteresse.be/	N/A
Pikasour	De Backer	Sour	4.2	19.0	Massemen	https://pikaflor.be/	N/A
La Brabanconne Ambree	Brasserie du Brabant	Sterke ale	7.5	N/A	Baisy-Thy (Genappe)	N/A	N/A
La Brabanconne Brune	Brasserie du Brabant	Donker	9.1	N/A	Baisy-Thy (Genappe)	N/A	N/A
La Brabanconne Blonde au Miel	Brasserie du Brabant	Blond	8.0	N/A	Baisy-Thy (Genappe)	N/A	N/A
La Moche de noel	Brasserie du Brabant	Sterke ale	9.0	N/A	Baisy-Thy (Genappe)	N/A	N/A
L'Abbaye Zitti	Brasserie du Brabant	Tripel	9.0	N/A	Baisy-Thy (Genappe)	N/A	No longer in production
La Sans Rute	Brasserie du Brabant	Kruidenbier	9.0	N/A	Baisy-Thy (Genappe)	N/A	No longer in production
Dude Where Are My Shorts	Dok Brewing Company	Sour	3.0	N/A	Gent	https://www.dokbrewingcompany.be	N/A
Bush de Nuits	Dubuisson	Kerstbier	13.0	N/A	Pipaix-Leuze	https://www.dubuisson.com/	N/A
Bush Amber Tripel	Dubuisson	Tripel	12.0	N/A	Pipaix-Leuze	https://www.dubuisson.com/	N/A
Bush Blond tripel	Dubuisson	Tripel	10.5	N/A	Pipaix-Leuze	https://www.dubuisson.com/	N/A
Hiver	Fantome	Saison	8.0	N/A	Soy	http://www.fantome.be	N/A
L'Ambrasse-Temps	Brasse-Temps	Amber ale	5.5	N/A	Mons	http://www.brassetemps.be/	N/A
Kasteel Rouge	Van Honsebrouck	Fruitbier	8.0	N/A	Izegem	https://www.vanhonsebrouck.be/	N/A
Oude Godje	Proefbrouwerij	nbekend - Unknown - Inconnu	6.0	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Pikkeling	Slaghmuylder	Ale	5.5	N/A	Ninove	http://www.witkap.be	N/A
Bocq Christmas	Du Bocq	Dubbel abdij	8.1	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Pick-Up	Walrave	Pils	5.0	N/A	Laarne	N/A	N/A
Toverhekske	Walrave	Amber ale	5.9	N/A	Laarne	N/A	N/A
H. Hipoldus Hofbock	Hofbrouwerijke	nbekend - Unknown - Inconnu	6.0	N/A	Beerzel	http://www.thofbrouwerijke.be	N/A
Kameleon Amber	Hopperd	Ale	6.0	N/A	Westmeerbeek	http://www.denhopperd.be/	N/A
Kameleon Ginseng	Hopperd	Kruidenbier	6.5	N/A	Westmeerbeek	http://www.denhopperd.be/	N/A
Kameleon Tripel	Hopperd	Tripel	8.5	N/A	Westmeerbeek	http://www.denhopperd.be/	N/A
La Barbiot Ambree	Barbiot	Sterke ale	9.5	N/A	Ville-sur-Haine	https://brasserie-la-barbiot.wikeo.be/	N/A
Haanse witte	Den Haene - De Haan	Witbier	5.5	N/A	Wenduine	https://bierendenhaene.be/	N/A
Trammelantje	Den Haene - De Haan	Amber ale	6.2	N/A	Wenduine	https://bierendenhaene.be/	N/A
Cuvee de Bouillon	Bouillon	Ale	6.5	N/A	Sensenruth	https://wallux.com/brasserie-de-bouillon	N/A
Medievale	Bouillon	Ale	6.0	N/A	Sensenruth	https://wallux.com/brasserie-de-bouillon	N/A
