username	preference	disliked
LinusStick	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Dubbel', 'Saison', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Witbier', 'Scotch', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier krieken', 'Sterke ale', 'IPA']
LiquidLotus	['Quadrupel']	[]
Listigovers	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	[]
Lizabeth	[]	['IPA']
Ljunkan	['Fruitbier krieken', 'Rood bruin', 'Sterke ale', 'IPA']	[]
Loddeer	['Sterke ale']	[]
Loic99	['Tripel', 'Witbier']	[]
LolaLovesBeer	['Tripel', 'Sterke ale']	[]
LomYst	['Tripel', 'IPA', 'Donker', 'Blond']	[]
LookMomNoHands	['Amber ale', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
LooseCannon	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
LordCorkscrew	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Sterke ale donker', 'Donker', 'Sterke ale', 'Fruitbier krieken', 'Gueuze', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Sterke ale', 'Witbier']
LordCrabapple	['Amber ale', 'Tripel', 'Dubbel abdij']	[]
LordDrachen	['Sterke ale']	[]
LordHedgehog	['Amber ale']	[]
LordNeuf	['Sterke ale']	[]
Lothore	['Quadrupel']	[]
Lou18	['Sterke ale amber', 'Tripel', 'Donker', 'IPA', 'Dubbel abdij']	['Fruitbier krieken', 'Sterke ale']
Louipa	['Quadrupel']	[]
LoveABeer	['Amber ale', 'Tripel', 'Sterke ale']	[]
LoveCaissa	['Tripel', 'Blond', 'Donker', 'Sterke ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	[]
Lowe1983	['Quadrupel', 'Scotch', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	['Tripel']
LtColCatsup	['Sterke ale']	[]
LtDan	['Sterke ale', 'Rood bruin']	[]
LtJudge	['Witbier']	[]
Lubiere	['Kerstbier blond', 'Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Quadrupel', 'Stout', 'Scotch', 'Sterke ale', 'Bok', 'Witbier', 'Ale', 'Amber ale', 'Dubbel abdij']	['Fruitbier', 'Pils', 'Fruitbier frambozen', 'Sterke ale']
LuckeyHaskins99	['Quadrupel']	[]
Lumpy	['Quadrupel', 'Kruidenbier', 'Blond', 'Tripel', 'Donker', 'Sterke ale', 'IPA', 'Rood bruin', 'Kerstbier', 'Ale', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	[]
Lunkie	['Tripel', 'Blond', 'Pils', 'Sterke ale', 'Dubbel abdij']	['Fruitbier', 'Pils', 'Ale', 'Rood bruin']
LyndaNova	['Saison', 'Ale', 'Quadrupel']	[]
Lynx	['Blond']	[]
MADpalace	['Tripel', 'Sterke ale', 'Ale']	['Fruitbier']
MAP	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
MBison	['Fruitbier', 'Tripel', 'Sterke ale', 'Donker']	['Fruitbier', 'Saison']
MEDAY	['Sterke ale']	[]
MI2CA	['Wilde ale', 'Tripel', 'Saison', 'Rood bruin', 'IPA', 'Dubbel abdij']	[]
MIBRomeo	['Tripel', 'Donker', 'Saison', 'Sterke ale', 'Rood bruin', 'Witbier', 'Amber ale']	['Fruitbier']
MJGG	['Donker', 'Sterke ale', 'Rood bruin', 'IPA', 'Gueuze']	[]
MMR	['Quadrupel', 'Tripel', 'Donker', 'Witbier', 'Amber ale', 'Dubbel abdij']	['Pils']
MMiddel	['Rood bruin']	[]
MMortier	['Quadrupel', 'Rood bruin']	[]
MNovak	['Tripel', 'Dubbel abdij']	[]
MOboy	['Tripel', 'Sterke ale', 'Rood bruin']	[]
MPA	['Quadrupel', 'Wilde ale', 'Fruitbier krieken', 'Kerstbier', 'Gueuze']	['Fruitbier']
MPosey	['Quadrupel', 'Tripel', 'Sterke ale']	[]
MXD	['Sterke ale']	[]
M_Jager	['Sterke ale']	[]
MaBeer1972	['Amber ale', 'Pils', 'Donker', 'Blond']	[]
MaartenRF10	['Donker', 'Sterke ale', 'IPA']	['Low Alcoholic Beer']
MacDaddyOJake	['Quadrupel', 'Tripel', 'Sterke ale']	[]
MacMoney	['Sterke ale blond', 'Sterke ale']	[]
Macadem	['Tripel']	[]
MadIndian	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Dubbel abdij']	['Pils']
MadMan	['Sterke ale', 'Dubbel abdij']	[]
Mad_Ferret	['Tripel']	[]
Maddog	['Tripel']	[]
Mads Langtved	['Quadrupel', 'Kruidenbier', 'Tripel', 'Blond', 'Belgische ale', 'Donker', 'Pils', 'Bok', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Witbier', 'Scotch', 'Dubbel abdij']	['Fruitbier', 'Amber', 'Saison', 'Donker']
Madsnp	['Tripel', 'Blond', 'Sterke ale', 'IPA', 'Ale', 'Amber ale']	['Quadrupel']
MagisterLudi	['Sterke ale blond']	[]
Magjayran	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	[]
MagnumPI	['Amber ale', 'Quadrupel', 'Sterke ale', 'Ale']	['Fruitbier']
MagnusVMagnum	['Sterke ale']	[]
MagooinPA	['Quadrupel', 'Wilde ale', 'Sterke ale']	[]
Magtek32	[]	['Fruitbier']
MaiBockAddict	['Quadrupel', 'Tripel', 'Saison', 'Sterke ale', 'Ale', 'Dubbel abdij']	['Amber ale', 'Aperitiefbier']
MakeItDrinkIt	['Tripel']	[]
Malakin	['Saison', 'Witbier', 'Sterke ale', 'Rood bruin']	['Blond', 'Rood bruin']
MalcolmTucker	['Amber ale']	[]
MaliMisho	['Tripel']	['Donker']
MaltDawg	['Fruitbier', 'Tripel', 'Sterke ale']	['Fruitbier']
MaltOMeal	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
Maltador	['Quadrupel']	[]
Maltajo	['IPA']	[]
Maltybones	[]	['Fruitbier']
Mamyte	['Dubbel']	[]
Mane	['Sterke ale']	[]
Mangino	['Saison', 'Ale', 'Quadrupel', 'Dubbel abdij']	[]
ManvsCity	['Quadrupel']	[]
Marc	['Amber ale', 'Quadrupel', 'Witbier', 'Sterke ale']	[]
Marco3993	['Tripel']	[]
Margalev	['Sterke ale']	['Dark strong ale']
Marheb	['Amber ale', 'Sterke ale']	[]
Maria	['Wilde ale', 'Belgische ale', 'Honingbier', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier', 'Donker', 'Sterke ale', 'Witbier', 'Fruitbier', 'Saison', 'Fruitbier krieken', 'Gueuze', 'Ale', nan, 'Scotch', 'Quadrupel', 'Blond', 'Tripel', 'Rood bruin']	"['Fruitbier', ""Gerstewijn - Barley wine - vin d'orge"", 'Pils', 'Low Alcoholic Beer', 'Witbier']"
Mario61Aler	['Quadrupel']	[]
Maris	['Quadrupel', 'Tripel', 'Dubbel abdij']	[]
MarkBarnes	['Quadrupel', 'Rood bruin', 'Sterke ale', 'Dubbel abdij']	[]
MarkD	['Pils']	[]
MarkR	['Sterke ale']	[]
MarkSachon	['Sterke ale']	[]
Markm2151	['Amber ale']	[]
Marko	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Fruitbier aardbeien', 'Rood bruin', 'IPA', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Pale Ale', 'Witbier']
MarkoR	['Dubbel', 'Tripel', 'Sterke ale']	[]
Marsiblursi	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Belgische ale', 'Sterke ale', 'Gueuze', 'Ale', 'Dubbel abdij', 'Aperitiefbier']	[]
Mart	['Donker']	[]
Marthinus	['Pils', 'Rood bruin']	['IPA']
Martin243	['Sterke ale blond']	[]
MartinJar	[]	['Fruitbier']
MartinKubert	['Kruidenbier', 'Tripel', 'Blond', 'Sterke ale amber', 'Donker', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Dubbel abdij']	['Wilde ale', 'Pils', 'Sterke ale']
MartinT	['Dubbel', 'Blond', 'Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Witbier', 'Amber ale', 'Aperitiefbier']	['Sterke ale blond', 'Dubbel abdij']
Martinus	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Gueuze', 'Ale', 'Aperitiefbier']	[]
Marty1018	['Sterke ale']	[]
Marvel73	['Quadrupel', 'Sterke ale']	[]
MatSciGuy	['Tripel', 'Sterke ale', 'Rood bruin', 'IPA', 'Aperitiefbier']	[]
Mathieu87	['Quadrupel', 'Kruidenbier', 'Tripel', 'Blond', 'Ale', 'Amber ale']	[]
MattH	['Rood bruin']	[]
MattShizzle	['Quadrupel', 'Rood bruin']	[]
Matts_Property	['Tripel', 'Sterke ale donker', 'Sterke ale', 'Fruitbier aardbeien']	[]
Matty8251	['Sterke ale']	[]
Maverick34	['Donker', 'Sterke ale', 'Dubbel abdij']	[]
MaxPower	['Quadrupel', 'Tripel', 'Donker', 'Rood bruin', 'Dubbel abdij']	[]
MaxxDaddy	['Amber ale', 'Sterke ale', 'IPA']	[]
McGarnigle	['Tripel', 'Rood bruin']	[]
McGrupp612	['Tripel']	[]
McNick	['Tripel']	[]
McWhite	['Fruitbier', 'Ale', 'Witbier']	[]
MdeHaas	['Quadrupel']	[]
MeadMe	['Tripel', 'Witbier']	[]
Meatmallet	['Quadrupel', 'Dubbel', 'Tripel', 'Sterke ale']	[]
MegannageM	['Wilde ale']	[]
Meilby	['Quadrupel', 'Gueuze', 'Witbier', 'Sterke ale']	['Fruitbier krieken', 'Fruitbier', 'Pils']
MeisterBrew	['Quadrupel']	[]
MelbBrewersJD	[]	['Aperitiefbier']
Melle	['Amber ale']	[]
MennoO	['Tripel', 'Sterke ale', 'Ale', 'Blond']	[]
Mephisto87	['Quadrupel']	[]
Merc	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
MercyDevice	['Tripel']	[]
MereLikesBeer	['Tripel', 'Sterke ale']	[]
MesandSim	['Speciaal granenbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier', 'Sterke ale donker', 'Donker', 'Amber', 'Sterke ale', 'Witbier', 'Fruitbier', 'Kerstbier blond', 'Pils', 'IPA', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Vlaams roodbruin', 'Dubbel', 'Tripel', 'Blond', 'Rood bruin', 'Kriek']	['Fruitbier', 'Donker', 'Stout', 'Speciaal granenbier', 'Gueuze']
Metalchopz	['Fruitbier', 'Quadrupel', 'Tripel', 'Sterke ale amber', 'Sterke ale', 'Witbier']	['Fruitbier krieken', 'Fruitbier']
Metalhead	['Sterke ale amber', 'Tripel', 'Dubbel', 'Sterke ale', 'IPA', 'Ale', 'Dubbel abdij']	[]
Mette	['Blond', 'Sterke ale']	[]
Meuge	['Quadrupel']	[]
Mezzopieno	['Aperitiefbier']	[]
MiP	['Wilde ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Donker', 'Amber', 'Sterke ale', 'Witbier', 'Fruitbier', 'Kruidenbier', 'Saison', 'Donker abdij', 'IPA', 'Fruitbier krieken', 'Ale', nan, 'Blond', 'Tripel', 'Rood bruin', 'Low Alcoholic Beer']	['Fruitbier', 'Dubbel', 'Blond', 'Pils', 'Sterke ale', 'Low Alcoholic Beer', 'Speciaal granenbier', 'Gueuze', 'Witbier']
Michael Tuguigui	['Witbier']	[]
MichaelLawrie	['Dubbel']	[]
MichaelPerch	['Amber ale']	[]
Micro13Brew	['Quadrupel']	[]
Miguel	['Quadrupel', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Amber ale']	[]
Mike4686	['Sterke ale']	[]
MikeB	['Sterke ale']	[]
MikeF	['Amber ale', 'Quadrupel', 'Tripel', 'Witbier']	[]
MikeKeller	['IPA']	[]
MikeMac	['Wilde ale']	[]
Miksu	['Fruitbier', 'Tripel', 'Blond', 'Donker', 'Saison', 'Sterke ale', 'IPA', 'Gueuze', 'Witbier', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Stout', 'Fruitbier']
MilkmanDan	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Dubbel', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale']	['Rood bruin', 'Witbier', 'Sterke ale', 'Donker']
MillStreetMan	['Fruitbier', 'Witbier', 'Rood bruin']	['Amber ale']
Min	['Amber ale']	[]
Minamizawa	[]	['Donker']
MirkoCaretta	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
MishkinBeer	['Sterke ale']	[]
MissDolle	['Amber ale', 'Quadrupel']	[]
MissouriBrent	[]	['IPA']
MitchWayne	['Quadrupel', 'Tripel', 'Scotch', 'Sterke ale', 'IPA', 'Amber ale']	[]
Miver	['Quadrupel', 'Tripel']	[]
Mjollnir	['Tripel', 'Sterke ale', 'Donker']	[]
Mklein818	['Sterke ale blond', 'Tripel', 'Sterke ale', 'Witbier']	[]
Mllco	['Tripel', 'Sterke ale']	[]
Mmarcel	['Tripel']	[]
MmmcKay	['Wilde ale', 'Tripel', 'Blond', 'IPA', 'Dubbel abdij']	[]
MoDog	['Tripel', 'Donker', 'IPA', 'Amber ale', 'Dubbel abdij']	[]
Moggman	['Quadrupel']	[]
MoistVonLipwig	['Tripel']	[]
MonkeyProver99	['Tripel']	[]
Monkeypower	['Amber ale', 'Witbier']	[]
Monos	['Quadrupel']	[]
Moolesen	['Dubbel abdij']	[]
Moooooser	['Rood bruin']	[]
Moosewood	['Quadrupel']	[]
Moosington	['Quadrupel', 'Rood bruin']	[]
Mora2000	['Fruitbier', 'Quadrupel', 'Tripel', 'Wilde ale', 'Saison', 'Sterke ale', 'Ale', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Saison']
MoritzF	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Sterke ale donker', 'Donker', 'Scotch', 'Sterke ale', 'Rood bruin', 'Ale', nan, 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Amber ale', 'Sterke ale', 'Dubbel abdij']
Mortlach	['Rood bruin']	[]
Moshe	['Sterke ale']	[]
MotherBrother	['Quadrupel']	[]
Moz	['Tripel', 'Sterke ale', 'Donker']	[]
Mpulese	['Quadrupel', 'Tripel hop amber']	[]
MrBeerBrussels	['Tripel']	[]
MrBeerFanatic	['Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
MrBendo	['Wilde ale', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale']	[]
MrBrewski	['Amber ale']	[]
MrBunn	['Quadrupel', 'Tripel', 'Sterke ale', 'Witbier', 'Amber ale']	['Dubbel abdij']
MrChopin	['Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Saison', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
MrDick	['Quadrupel', 'Dubbel', 'Tripel', 'Sterke ale', 'Ale', 'Aperitiefbier']	['Fruitbier']
MrEcted1	['Quadrupel', 'Tripel']	[]
MrGGen	['Quadrupel', 'Tripel', 'Wilde ale', 'Blond', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
MrH	['Tripel']	[]
MrHangover	['Blond', 'Tripel', 'Wilde ale', 'Donker', 'Pils', 'Sterke ale', 'Bok', 'Rood bruin', 'Ale', 'Amber ale', 'Aperitiefbier']	['Pils']
MrManning	['Fruitbier', 'Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'IPA', 'Fruitbier krieken', 'Witbier']	[]
MrPickles	['Tripel']	[]
MrRain	['Quadrupel']	[]
MrRomero	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Wheat Beer - Hefeweizen', 'Rood bruin', 'Fruitbier krieken', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Tripel', 'Sterke ale']
MrRoss	['Dubbel', 'Blond', 'Sterke ale', 'Rood bruin']	[]
MrSalty	['Tripel']	[]
MrSifter	['Sterke ale']	[]
MrStitch	['Sterke ale']	[]
MrWalker	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Aperitiefbier']	['Tripel']
Mrtab	['Sterke ale']	[]
Mrthirstyneck	['Amber ale', 'Quadrupel']	[]
Mtnbke	['Tripel']	[]
MuertosPorter	['Wilde ale']	[]
Muggus	['Amber ale']	[]
Muggus69	['Quadrupel', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Witbier', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['Pils']
Mugsie84	['Amber ale']	[]
MullMan	['Quadrupel', 'Dubbel', 'Donker', 'Saison', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	[]
Mumpu	['Sterke ale']	[]
Mungo	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Ale', 'Witbier', 'Amber ale', 'Sterke ale blond']	['Ale']
Mungular	['Sterke ale donker']	['Amber ale']
Murphy	['Quadrupel', 'Wilde ale', 'Rood bruin', 'Blond']	['Tripel']
MuttyD	['Amber ale', 'Tripel', 'Sterke ale', 'IPA']	[]
Mutualaid	['Amber ale', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
NCsparkster	['Amber ale', 'Sterke ale']	[]
NDbeerdrinker	['Tripel', 'IPA']	[]
NDmullet	['Rood bruin', 'Ale', 'Witbier']	[]
NEB_WineNBeer	['Tripel']	[]
NJBeerman013	['Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Pils', 'Gueuze']	['Blond']
NJJereme	['Quadrupel', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
NYHarvey	['Tripel', 'Wilde ale', 'Fruitbier krieken', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij']	[]
NYMojoMan	['Quadrupel']	[]
NachlamSie	['Quadrupel', 'Tripel', 'Sterke ale donker', 'Donker', 'Sterke ale', 'IPA', 'Rood bruin']	[]
NagaMorich	['Quadrupel']	[]
Nagash	['Sterke ale amber', 'Tripel', 'Blond', 'Sterke ale', 'Sterke ale blond']	[]
Naka	['Amber ale', 'Tripel', 'Ale', 'Rood bruin']	[]
Nalu	['Rood bruin']	[]
Narnad	['Amber ale', 'Quadrupel', 'Blond', 'Sterke ale']	[]
Nate	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Dubbel', 'Stout', 'Amber', 'Pils', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Donker', 'Saison', 'Pils', 'Low Alcoholic Beer']
NathanJ	['Amber ale']	[]
NathanJM	['Quadrupel', 'Blond']	[]
Naven	['Amber ale', 'Quadrupel', 'Sterke ale', 'Dubbel abdij']	[]
Nebulor	['Tripel']	[]
NectarFarm	['Amber ale', 'Sterke ale', 'Ale']	[]
Neeskens	['Sterke ale', 'Rood bruin']	[]
Nejhleader	['Sterke ale']	[]
Nekronos	['Quadrupel', 'Sterke ale amber', 'Blond', 'Pils', 'Sterke ale', 'IPA', 'Rood bruin', 'Witbier', 'Amber ale', 'Dubbel abdij']	[]
Nel	['Sterke ale']	[]
Nellie	['Saison', 'Fruitbier aardbeien', 'Ale', 'Rood bruin']	[]
NelsonPR	['Tripel']	[]
NeoHippie2	['Quadrupel']	[]
NephYliM	['Tripel', 'Witbier']	[]
Nephilium	['Quadrupel', 'Tripel', 'Rood bruin']	[]
Nesta13	['Quadrupel', 'Tripel', 'Scotch', 'Donker', 'Amber ale']	['Pils']
NewBelgium5	[]	['Pils']
NewCastle1	['Amber ale', 'Tripel']	[]
Newk	['Amber ale', 'Saison', 'Tripel', 'Rood bruin']	[]
NextBestThing	[]	['Pils']
Nexxus	['Sterke ale']	[]
Ni209	['Sterke ale']	[]
NicerInPerson	['Scotch', 'Sterke ale amber', 'Tripel']	['Rood bruin']
NickVega	['Quadrupel']	[]
Nickelmann	['Sterke ale']	[]
Nickls	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
Nicko	['Tripel', 'Sterke ale']	['Pils']
Niels_1992	['Sterke ale']	[]
Nightfall	['Fruitbier', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Amber ale']	['Tripel', 'Rood bruin']
Nik925	['Quadrupel', 'Sterke ale']	[]
Nikiel	['Rood bruin']	[]
Niko100	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Scotch', 'Dubbel abdij']	['Wilde ale']
Nisse666	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Gueuze', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Pils', 'Low Alcoholic Beer']
Nnudd	['Wilde ale']	[]
NobleSquirrel	['Quadrupel', 'Blond', 'Saison', 'Sterke ale', 'Amber ale']	['Witbier']
Noelweichbrodt	['Sterke ale']	[]
NoiZe	['Kerstbier blond', 'Dubbel', 'Tripel', 'Blond', 'Quadrupel', 'Stout', 'Sterke ale', 'IPA', 'Kerstbier', 'Gueuze', 'Ale', 'Scotch', 'Dubbel abdij']	['Fruitbier', 'Pils', 'IPA', 'Low Alcoholic Beer', 'Non-Alcoholic Beer']
NomDeBeer	['Quadrupel', 'Tripel']	[]
Nordcore	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Amber ale']	['Saison']
NordicV	['Wilde ale', 'Blond', 'Sterke ale']	[]
Northernbrewer	['Fruitbier', 'Tripel', 'Sterke ale']	[]
NosirIwont	['Quadrupel', 'Dubbel', 'Blond', 'Donker', 'Fruitbier aardbeien', 'Rood bruin', 'Amber ale']	['Tripel']
Nubtail	['Witbier']	[]
Nuffield	['Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Wilde ale', 'Sterke ale', 'Rood bruin', 'IPA', nan, 'Amber ale', 'Dubbel abdij']	['Fruitbier', 'Donker']
Nugget	['Quadrupel']	[]
Numenor	['Quadrupel', 'Fruitbier', 'Tripel', 'Wilde ale', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Amber ale', 'Dubbel abdij']	['Pils']
NutRoastBad	['Quadrupel']	[]
OD40oz	['Tripel']	[]
OFlan	['Quadrupel', 'Tripel', 'IPA']	[]
OKBeer	['Tripel', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Scotch']	['Donker']
OSLO	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Kerstbier']	['Amber ale']
OTRihtnsgbt	['Amber ale', 'Tripel']	[]
Oakes	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Scotch', 'Lambiek', 'Pils', 'Sterke ale', 'IPA', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Donker', 'Dubbel', 'Pils', 'IPA']
Ober	['Quadrupel', 'Kerstbier blond', 'Tripel', 'Blond', 'Sterke ale donker', 'Wilde ale', 'Donker', 'Sterke ale amber', 'Saison', 'Sterke ale', 'Tripel hop amber', 'Gueuze', 'Ale', 'Sterke ale blond', 'Dubbel abdij']	['Tripel']
OberonTheifEMT	['Dubbel abdij']	[]
ObsceneOne	['Tripel']	[]
Oddefellowe	['Fruitbier aardbeien']	[]
Odeed	['Fruitbier', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Scotch', 'Dubbel abdij', 'Aperitiefbier']	[]
Ofortuna	['Rood bruin']	[]
OhioDad	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Sterke ale blond', 'Dubbel abdij']	['Witbier']
OlJuntan64	['Kerstbier blond', 'Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Belgische ale', 'Fruitbier', 'Scotch', 'Sterke ale', 'Fruitbier krieken', 'Low Alcoholic Beer', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Tripel', 'Sterke ale donker', 'Donker', 'Stout', 'Pils', 'Sterke ale blond']
OlMalteserHead	['Tripel']	[]
OldBoss	['Sterke ale']	[]
OldGrowth	['Sterke ale', 'Rood bruin']	[]
OldMrCrow	['Quadrupel', 'Wilde ale', 'Sterke ale', 'IPA', 'Ale', 'Dubbel abdij']	['Pils', 'Witbier']
OldRaspy	['Dubbel abdij']	[]
OldStyleCubFan	['Gueuze']	[]
OleR	['Quadrupel', 'Tripel', 'Blond', 'Donker', 'Saison', 'Sterke ale', 'Witbier', 'Ale', 'Scotch', 'Sterke ale blond']	['Fruitbier', 'Tripel', 'Pils']
OliverG	['Quadrupel', 'Tripel', 'IPA']	[]
OlivierMTL	['Dubbel', 'Wilde ale', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken']	[]
OllieBBommel	['Sterke ale amber', 'Sterke ale']	[]
OmegaX	['Amber ale', 'Tripel', 'Sterke ale']	[]
OneMore	['Quadrupel']	[]
Onionkid	['Amber ale']	[]
Onslow	[]	['Pils']
OntBeerDrinker	['Sterke ale', 'Donker']	['Sterke ale blond']
Optigon	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Scotch', 'Sterke ale blond']	[]
OriginalCheeser	['Sterke ale']	[]
Oscbert	['Amber ale', 'Quadrupel', 'Tripel', 'Witbier']	['Pils']
Otje	['Tripel', 'Blond', 'Wilde ale', 'Sterke ale', 'IPA', 'Speciaal granenbier', 'Ale', 'Sterke ale blond', 'Dubbel abdij']	['Pils', 'Sterke ale']
Overml01	['Quadrupel', 'Sterke ale', 'Rood bruin']	[]
Oycpff	[]	['Sterke ale']
Oysteib	[]	[]
OzarkElmo	['Sterke ale', 'Dubbel abdij']	[]
P-tor44	['Fruitbier', 'Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	[]
PBOYNY	['Sterke ale', 'Rood bruin']	[]
PC	[]	['Sterke ale']
PEGU	['Quadrupel']	[]
PHXHOPLOVER	['Dubbel abdij']	[]
PIVOMAN	['Tripel']	[]
PJClarke	['Amber ale', 'Blond', 'Witbier', 'Sterke ale']	['Fruitbier aardbeien']
POD	['Quadrupel']	[]
POLK	['Quadrupel', 'Tripel', 'Blond', 'Donker', 'IPA']	[]
POPS	['Quadrupel']	[]
PTomkinson	['Sterke ale']	[]
PWalk	['Quadrupel']	[]
PWheatley	['Dubbel', 'IPA', 'Donker']	[]
Pabobcat	['Tripel']	[]
PacNWDad	['Tripel']	[]
Padron4KM	['Amber ale', 'Tripel', 'Sterke ale', 'Rood bruin']	[]
Pailhead	['Fruitbier', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Aperitiefbier']	['Dubbel abdij']
Palidor19	['Kruidenbier', 'Blond', 'Tripel', 'Wilde ale', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Amber ale', 'Dubbel abdij']	['Fruitbier krieken', 'Fruitbier', 'Sterke ale', 'Aperitiefbier']
Palme	['Tripel', 'Blond', 'Sterke ale', 'IPA', 'Fruitbier krieken', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Sterke ale blond', 'Pils']
