username	preference	disliked
curly	['Tripel', 'Wilde ale', 'Blond', 'IPA', 'Amber ale']	['Sterke ale blond']
cwsample	['Aperitiefbier']	[]
cyanescens	['IPA']	[]
cykyc	['IPA', 'Dubbel abdij']	[]
cyrenaica	['Quadrupel', 'Wilde ale', 'Tripel', 'Sterke ale', 'Rood bruin', 'Witbier', 'Aperitiefbier']	[]
czar	['Scotch', 'Donker']	['Pils']
d07c0m	['Tripel', 'Dubbel abdij']	['Amber ale']
dBrEiEnRk	[]	[]
dEnk	"['Quadrupel', 'Tripel', ""Gerstewijn - Barley wine - vin d'orge"", 'Pils', 'Sterke ale', 'Witbier', 'Scotch']"	['Fruitbier', 'Blond', 'Fruitbier passie en mango', 'IPA', nan]
dI5tIL	['Rood bruin']	[]
daalamar	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	[]
daboskabouter	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Dubbel', 'Sterke ale', 'Rood bruin', 'Ale', 'Dubbel abdij']	['Fruitbier']
dabubbleboy	['Sterke ale donker']	[]
daccas04	['Sterke ale']	[]
daddyslick	['Quadrupel', 'Sterke ale']	[]
daforsto	['Amber ale']	[]
dagimp	['Amber ale', 'Wilde ale']	[]
daje	['Tripel', 'Blond', 'Saison', 'Sterke ale', 'Amber ale']	[]
daknole	['Fruitbier', 'Quadrupel', 'Tripel', 'Wilde ale', 'Scotch', 'Donker', 'Saison', 'Sterke ale', 'Rood bruin', 'IPA', 'Fruitbier krieken', 'Kerstbier', 'Gueuze', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Sterke ale']
daleharshman	['Donker', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
dalekliz	['Fruitbier', 'Kerstbier']	[]
dalepryor	['Quadrupel', 'Rood bruin']	[]
daliesque	['Sterke ale']	[]
damienv10	['Amber ale', 'Tripel', 'Sterke ale', 'Rood bruin']	[]
dand645	['Quadrupel']	[]
danekdanek	['Tripel']	[]
daniel0017	['Tripel']	[]
danielcurtis81	['Quadrupel', 'Sterke ale', 'Rood bruin']	[]
daniele	['Wilde ale', 'Kerstbier', 'Speciaal granenbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Sterke ale donker', 'Donker', 'Sterke ale', 'Fruitbier passie', 'Fruitbier', 'Kruidenbier', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Vlaams roodbruin', 'Fruitbier Krieken', 'Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Rood bruin']	['Pils', 'Dubbel abdij', 'Blond']
daniellerose7	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Amber ale']	[]
danielst	['Sterke ale blond', 'Tripel', 'Donker']	[]
danielyabu	['Tripel', 'Blond', 'Scotch', 'Donker', 'Sterke ale', 'Rood bruin', 'Witbier', 'Amber ale', 'Dubbel abdij']	['Witbier']
danimal34	['Sterke ale']	[]
daninorlando99	['Quadrupel']	[]
dankman	['Quadrupel', 'Tripel', 'Ale']	[]
danmalleck	['Tripel']	[]
dantheman278	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA', 'Sterke ale blond']	[]
dantheman4162	['Quadrupel']	[]
darkerdabetter	['Tripel']	[]
darkguardian	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	[]
darkko	[]	[]
darkseduction	['Quadrupel', 'Tripel', 'Blond', 'Ale', 'Dubbel abdij']	[]
darn1207	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	[]
darrennelson12	['Tripel', 'Sterke ale']	[]
darrinb66	['Quadrupel']	[]
darsan	['Quadrupel']	[]
davegore	['Tripel', 'Witbier']	[]
davelouw	['Dubbel abdij']	[]
davesarman	['Rood bruin']	[]
daveshawley	['Kerstbier', 'Sterke ale']	[]
davey101	['Quadrupel']	[]
davhix	['Tripel']	[]
davidareno	['Quadrupel']	[]
davidflores99	['Amber ale', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
davidm	['Sterke ale amber', 'Tripel', 'Dubbel', 'Donker', 'Saison', 'Sterke ale', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	[]
davidoc	['Tripel', 'Blond']	[]
davidpl	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	['Fruitbier krieken']
davisnmn	['Amber ale', 'Tripel', 'Sterke ale']	[]
dbarnold	['Quadrupel']	[]
dberger624	['Quadrupel', 'Rood bruin', 'Tripel', 'Dubbel abdij']	[]
dcguy	['Blond']	[]
dchmela	['Quadrupel', 'Tripel', 'Saison', 'Sterke ale', 'Gueuze', 'Amber ale', 'Dubbel abdij']	[]
dcschiller	['Fruitbier', 'Wilde ale', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
ddemmingjr	['Tripel', 'Sterke ale donker', 'Rood bruin']	[]
deanso	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'IPA', 'Bokbier donker', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Sterke ale']
decaturstevo	['Quadrupel', 'Tripel', 'Rood bruin', 'IPA', 'Fruitbier krieken', 'Amber ale', 'Dubbel abdij']	[]
deekyn	['Sterke ale']	[]
deepsouth	['Quadrupel', 'Blond']	[]
deflagro	['Blond', 'Gueuze']	[]
deft	['Quadrupel']	[]
degbert	['Wilde ale', 'Fruitbier aardbeien', 'IPA']	[]
degrassi	['Sterke ale']	[]
dekeq	[]	[]
delacerveza	['Sterke ale']	[]
delirium2	['Sterke ale']	[]
delnoche	"['Quadrupel', 'Tripel', ""Gerstewijn - Barley wine - vin d'orge"", 'Sterke ale', 'Amber ale']"	[]
demdeac40	['Sterke ale']	['Amber ale']
demervallei	['Donker']	[]
demirabello	['Ale']	[]
demitriustown	['Amber ale', 'Dubbel', 'Pils', 'Rood bruin']	[]
demolayfire	['Pils']	[]
dengleberry	['Dubbel abdij']	[]
deprogram	['Sterke ale', 'Witbier']	[]
destroye7	['Fruitbier', 'Tripel', 'Saison', 'Sterke ale', 'Amber ale']	[]
desurfer	['Sterke ale amber', 'Tripel', 'Sterke ale', 'IPA', 'Rood bruin', 'Amber ale']	[]
detroiter	['Quadrupel', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Dubbel abdij']	['Fruitbier']
detroitsteel	['Amber ale', 'Tripel', 'Rood bruin']	[]
deyholla	['Wilde ale', 'Tripel', 'Sterke ale', 'Rood bruin', 'Kerstbier', 'Gueuze', 'Witbier']	[]
dfinney23	['Quadrupel']	['IPA']
dhartsough	['Blond']	[]
dhlesq	['Quadrupel', 'Sterke ale']	[]
dhurtubise	['Blond', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Witbier', 'Amber ale']	['Fruitbier']
diabel	['Amber ale', 'Dubbel abdij', 'Aperitiefbier', 'Sterke ale donker', 'Donker', 'Amber', 'Sterke ale', 'Bok', 'Witbier', 'Fruitbier', 'Pils', 'IPA', 'Fruitbier krieken', 'Gueuze', 'Ale', nan, 'Vlaams roodbruin', 'Quadrupel', 'Tripel', 'Blond', 'Rood bruin', 'Sour']	['Fruitbier', 'Dubbel', 'Blond', 'Stout', 'Pils', 'Sterke ale', 'Speciaal granenbier', 'Ale']
diablodawg	['Sterke ale']	[]
dickcheaney	['Scotch']	[]
dimenhetfield	['Quadrupel', 'Wilde ale', 'Gueuze', 'Rood bruin']	['Amber ale']
dingo	['Amber ale']	[]
dingol66	['Amber ale']	[]
dinkle50	['Tripel', 'Sterke ale']	[]
dins	['Quadrupel', 'Tripel', 'Saison']	[]
dionysian_son	['Tripel']	[]
dionysus	['Tripel', 'Rood bruin']	['Pils', 'Witbier']
direwolf9	['Amber ale', 'Quadrupel']	[]
dirkbreedveld	['Fruitbier', 'Quadrupel', 'Tripel', 'Pils', 'Bok', 'Sterke ale', 'Ale', 'Witbier']	[]
dirkules	['Fruitbier', 'Quadrupel', 'Tripel', 'Dubbel', 'Sterke ale', 'Ale', 'Dubbel abdij']	['Fruitbier krieken', 'Fruitbier']
dirt55	['Tripel', 'Witbier']	[]
dirtymike	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Scotch', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Sterke ale blond', 'Pils']
ditmier	['Quadrupel', 'Fruitbier', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	[]
dj	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Amber ale']	['Tripel']
djd07	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Witbier', 'Dubbel abdij']	[]
dkazuk	['Sterke ale']	[]
dkingsella	['Tripel', 'Sterke ale']	[]
dkoonce	['Quadrupel', 'Tripel', 'Sterke ale', 'Dubbel abdij']	['IPA']
dm9831	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA']	[]
dmac	['Quadrupel', 'Tripel', 'Blond', 'Donker', 'Saison', 'Sterke ale', 'Rood bruin', 'IPA', 'Amber ale', 'Dubbel abdij']	[]
dmradus	['Amber ale', 'Quadrupel', 'IPA', 'Dubbel abdij']	[]
dmruth	['Wilde ale']	[]
dmschefke	['Amber ale', 'Sterke ale']	[]
dmtroyer	['Quadrupel', 'Tripel', 'Scotch', 'Sterke ale', 'Rood bruin', 'IPA', 'Amber ale']	['Witbier']
dnas2	['Tripel']	[]
dnlsartin	['Amber ale']	[]
dnoaksson	[]	['Sterk Blond']
dnstone	['Fruitbier', 'Tripel', 'Blond', 'Donker', 'Saison', 'Sterke ale', 'Rood bruin', 'Witbier', 'Ale', 'Amber ale']	['Fruitbier']
dobb1392	['Amber ale']	[]
doboy	['Tripel']	[]
docsteigs	['Tripel', 'Sterke ale']	[]
docswife	['Sterke ale']	[]
dogbomb	['IPA']	[]
dogfish120love	['Amber ale', 'Rood bruin']	[]
dogfishho	['Amber ale']	[]
dok1	[]	['Pale Ale']
dolemike1	['Fruitbier', 'Quadrupel', 'Sterke ale', 'Rood bruin', 'Ale', 'Dubbel abdij']	['Sterke ale blond', 'Tripel']
dolemite77	['Tripel', 'Wilde ale', 'Donker', 'Sterke ale', 'Amber ale']	[]
dolpo	['Sterke ale']	[]
domesticat	['Sterke ale']	[]
domtom	['Quadrupel', 'Tripel', 'Sterke ale']	['Fruitbier krieken']
donfardz64	['Blond', 'Sterke ale', 'Donker']	['Witbier']
donrajin	['Sterke ale']	[]
donteatpoop	['Quadrupel']	[]
donttreadonme	['Wilde ale']	[]
donvitozou	['Amber ale', 'Sterke ale']	[]
doombo	[]	['Amber ale']
doppelmeup	['Quadrupel', 'Tripel']	[]
dornoy	['Quadrupel', 'Tripel', 'Blond', 'Donker', 'Amber', 'Sterke ale', 'Ale']	['Scotch', 'Fruitbier', 'Sterke ale']
dortmunder	['Fruitbier', 'Quadrupel', 'Blond', 'Tripel', 'Dubbel', 'Sterke ale', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Low Alcoholic Beer']
doubelknv3	['Amber ale', 'Tripel']	[]
doublea	['Blond', 'Rood bruin']	[]
doublebock	['Sterke ale amber', 'Ale', 'Sterke ale']	[]
doubleipa	['Tripel', 'Rood bruin']	[]
doubleo	['Blond', 'Sterke ale', 'Rood bruin']	[]
douglas88	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA', 'Ale', 'Amber ale', 'Aperitiefbier']	['Pils', 'Blond']
downender	['Kruidenbier', 'Tripel', 'Saison', 'Pils', 'Sterke ale', 'IPA', 'Amber ale', 'Dubbel abdij']	['Rood bruin']
dpbhoosier	['IPA']	[]
dpento1	['Sterke ale']	[]
dpjuart	['Quadrupel', 'Sterke ale', 'IPA', 'Aperitiefbier']	[]
dra19	['Quadrupel', 'Blond', 'Rood bruin']	[]
drabmuh	['Quadrupel', 'Sterke ale']	[]
dragonthc	['Witbier']	[]
drainey	['Amber ale', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
drazil91	['Quadrupel']	[]
drb99	[]	['Fruitbier']
drdisque	[]	['Witbier']
dreadnord	['Amber ale']	[]
dreamboat	['Donker', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Scotch']	[]
dreambrother	['Quadrupel']	[]
dreamflower	['Rood bruin', 'Dubbel abdij']	[]
drewaha	['Sterke ale']	[]
drewbeerme	['Quadrupel', 'Tripel', 'Donker', 'Saison', 'Sterke ale', 'IPA', 'Kerstbier', 'Gueuze', 'Ale', 'Scotch', 'Dubbel abdij']	[]
drewcifer85710	['Fruitbier', 'Tripel']	[]
drfabulous	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Dubbel abdij']	[]
drinkbeer	['Fruitbier', 'Tripel', 'Sterke ale', 'Donker']	['Rood bruin']
drismyhero	['Quadrupel', 'Tripel', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	[]
driver76	['Sterke ale']	[]
drjay44	['Quadrupel', 'Fruitbier', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Sterke ale blond', 'Dubbel abdij']	[]
droomyster	['Sterke ale']	[]
drougkolya	['Tripel', 'Sterke ale']	[]
drowland	['Fruitbier', 'Dubbel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Witbier', 'Dubbel abdij', 'Aperitiefbier']	[]
drpimento	['Kerstbier blond', 'Sterke ale amber', 'Blond', 'Quadrupel', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	[]
drseusszb200	['Wilde ale', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
drshoebocks	[]	[]
drumtime	[]	['Pils']
drywallman	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
dsm	['Donker']	[]
dspfun	['Amber ale']	[]
dtborelli	['Tripel', 'Rood bruin']	[]
dtripp21	['Witbier']	[]
dts2599	['Quadrupel']	[]
dubs	['Amber ale', 'Tripel', 'Rood bruin']	[]
duff	['Speciaal granenbier', 'Dubbel abdij', 'Lambiek', 'Donker', 'Sterke ale', 'Witbier', 'Fruitbier', 'Kruidenbier', 'Stout', 'Saison', 'Pils', 'IPA', 'Gueuze', 'Ale', 'Fruitbier frambozen', 'Quadrupel', 'Tripel', 'Blond', 'Rood bruin']	['Fruitbier', 'Low Alcoholic Beer', 'Ale', 'Donker']
duke33	['Tripel']	[]
dumontn	['Donker', 'Sterke ale', 'IPA', 'Rood bruin']	[]
dunkpigen	['Amber ale', 'Tripel']	[]
durhambeer	['Tripel', 'Sterke ale', 'Rood bruin', 'IPA', 'Gueuze', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	[]
dutch23mp	['Sterke ale']	[]
dutchbeerpages	['Tripel', 'Blond', 'Donker', 'Sterke ale', 'Witbier', 'Bokbier donker', 'Dubbel abdij']	['Blond']
duvelordeath	['Witbier']	[]
dvanbler	['Dubbel abdij']	[]
dvr012000	['Quadrupel']	[]
dwaggs2	['Quadrupel', 'Sterke ale', 'IPA', 'Dubbel abdij']	[]
dwedin	['Tripel', 'Witbier']	[]
dwissm1	['Blond']	[]
dwyerpg	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Sterke ale donker', 'Scotch', 'Saison', 'Sterke ale', 'Fruitbier aardbeien', 'Rood bruin', 'IPA', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Low Alcoholic Beer', 'Pils', 'IPA']
dyetube	['Dubbel', 'Tripel', 'Sterke ale', 'Witbier', 'Dubbel abdij']	['Pils']
dylan88	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
dynamiteninja	['Fruitbier frambozen', 'Sterke ale']	[]
dzimm27	['Sterke ale']	[]
eManu	['Fruitbier', 'Quadrupel', 'Blond', 'Tripel', 'Donker', 'Donker abdij', 'Sterke ale', 'Rood bruin', 'Kerstbier', 'Ale', 'Dubbel abdij', 'Aperitiefbier']	[]
eaglefan538	['Blond', 'Tripel', 'Sterke ale', 'Rood bruin', 'IPA', 'Witbier', 'Dubbel abdij', 'Aperitiefbier']	['Stout']
ebarnes	['Amber ale', 'Quadrupel', 'Tripel']	['Low Alcoholic Beer']
ebmalon	['Tripel', 'IPA']	[]
eboats	['Quadrupel', 'Tripel', 'Blond', 'Donker', 'Saison', 'Sterke ale', 'Rood bruin']	[]
ecelis	['Amber ale']	[]
eclaycamp	['Amber ale', 'IPA']	[]
ectuohy27	['Tripel', 'Witbier']	['Pils']
eczematic	['Tripel', 'Sterke ale', 'Dubbel abdij', 'Ale']	['Pils']
edden	['Fruitbier', 'Quadrupel', 'IPA', 'Witbier', 'Dubbel abdij']	['Fruitbier']
edelbrauer	['Sterke ale', 'Rood bruin']	[]
edmajorjoe	['Tripel']	[]
edwardfricker	['Sterke ale']	[]
eeblah	['Witbier']	[]
eetcafealgarve99	['Tripel']	[]
efdejesus	['Tripel', 'Sterke ale']	[]
efrumtheidiot	['Dubbel abdij']	[]
egajdzis	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Kerstbier', 'Gueuze', 'Witbier', 'Ale', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Ale']
eggland	['Rood bruin']	[]
ehhdayton	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Witbier', 'Dubbel abdij', 'Aperitiefbier']	[]
ejdischer	['Tripel']	[]
ekoerper	['Blond']	[]
ekstedt	['Kerstbier blond', 'Quadrupel', 'Tripel', 'Fruitbier', 'Blond', 'Donker', 'Dubbel', 'Scotch', 'Saison', 'Sterke ale', 'IPA', 'Rood bruin', 'Gueuze', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Pils', 'Low Alcoholic Beer']
elamericano	['Sterke ale']	[]
elcaballo	['Quadrupel', 'Dubbel abdij']	[]
elcig	['Amber ale']	[]
elektrogeist	['Sterke ale']	[]
elektronikfagtekniker	['Quadrupel', 'Tripel', 'Wilde ale', 'Blond', 'Sterke ale', 'Ale', 'Witbier', 'Amber ale']	['Gueuze', 'Donker']
elelwarren	[]	['Sterke ale']
eleusis	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale', 'Amber ale']	[]
elgiacomo	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
elihapa	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA', 'Rood bruin']	[]
elmatador00	['Amber ale', 'Quadrupel', 'Tripel', 'Dubbel abdij']	[]
elnadeau	['Quadrupel', 'Tripel', 'Ale']	[]
emacgee	['Quadrupel', 'Tripel', 'Blond', 'Donker', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Dubbel abdij']	['Scotch', 'Rood bruin']
emagana	[]	[]
emanders13	['Amber ale', 'IPA']	[]
emarkd	['Dubbel abdij']	[]
emeinz	['Rood bruin']	[]
emerica56	['Quadrupel', 'Dubbel', 'Tripel', 'Sterke ale', 'Witbier']	['Amber ale']
emodx	['Sterke ale']	[]
emotv	['Tripel', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	[]
emptytankard	['Rood bruin']	[]
enak	['Tripel', 'Sterke ale']	[]
engelschalk	['Tripel']	[]
enginaaron	['Rood bruin']	[]
entertheiceman	['Quadrupel', 'Tripel', 'Dubbel abdij']	[]
entropy1049	['Blond']	[]
envane	['Quadrupel', 'Witbier', 'Aperitiefbier']	[]
epassa	['Sterke ale', 'Belgische ale']	[]
eraserhd10	[]	[]
eric_victor	['Amber ale']	[]
ericandersnavy	['Quadrupel', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Kerstbier', 'Ale']	['Blond']
ericcassidy	['Ale', 'Witbier']	[]
erickok	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale donker', 'Sterke ale', 'Rood bruin', 'Ale', 'Sterke ale blond', 'Dubbel abdij']	['Pils']
erickomosa	['Rood bruin']	[]
ericmc83	['Amber ale', 'Sterke ale']	[]
ericnixon	['Quadrupel', 'Pils', 'Sterke ale', 'Dubbel abdij']	[]
erschiuma	['Tripel', 'Donker']	[]
ervan	['Quadrupel', 'Tripel', 'Donker', 'Amber ale', 'Dubbel abdij']	[]
erway	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Rood bruin', 'Dubbel abdij']	[]
esjaygee	['Fruitbier', 'Tripel', 'Donker', 'Sterke ale', 'Fruitbier aardbeien', 'Rood bruin', 'IPA']	['Amber ale']
esox	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Ale', 'Aperitiefbier']	[]
esp0r	['Fruitbier krieken', 'Sterke ale']	[]
espenra	['Quadrupel', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Sterke ale blond']	[]
estarrio	['Amber ale', 'Quadrupel']	[]
estoppel	['Pils', 'Tripel', 'Sterke ale', 'Blond']	[]
estpiwo	['Dubbel', 'Donker']	[]
ethomson	['Sterke ale']	[]
evabeer	['IPA']	[]
eve	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin']	[]
evergreen0199	['Kruidenbier', 'Tripel', 'Donker', 'Sterke ale', 'Witbier', 'Dubbel abdij']	[]
evilempire	['Fruitbier frambozen']	[]
evilsoc	['Tripel', 'Dubbel abdij']	[]
eyesandsmiles	['Tripel', 'Sterke ale', 'Dubbel abdij']	[]
ezra456	['Amber ale', 'Blond', 'Sterke ale']	[]
f351c4v	['Quadrupel', 'Sterke ale', 'Ale', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	[]
fabel_beer	['Blond', 'Sterke ale']	[]
fabiomarcio	['Tripel']	[]
faroeviking	['Wheat Beer - Hefeweizen', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Donker', 'Sterke ale', 'Witbier', 'Fruitbier', 'Kruidenbier', 'Saison', 'Pils', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Scotch', 'Quadrupel', 'Tripel', 'Blond', 'Rood bruin', 'Low Alcoholic Beer']	['Fruitbier', 'Tripel', 'Blond', 'Pils', 'Sterke ale', 'Fruitbier aardbeien', 'IPA', 'Low Alcoholic Beer', 'Ale', 'Witbier', 'Sterke ale blond']
fastcarjoe	['Sterke ale']	[]
fata2683	['Kerstbier blond', 'Quadrupel', 'Tripel', 'Blond', 'Dubbel', 'Kruidenbier', 'Saison', 'Sterke ale', 'Rood bruin', 'Kerstbier', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	[]
fatherpierre	['Quadrupel']	[]
fattibobatti	['Quadrupel']	[]
fatty	['Quadrupel', 'Tripel', 'Dubbel abdij']	[]
fbennett	['Quadrupel', 'IPA']	[]
fear025	['Sterke ale donker']	[]
feedmec00kies	['Sterke ale']	[]
felle99	[]	['Pils']
fewa	['Quadrupel', 'Pils']	[]
fidel	['Quadrupel', 'Tripel', 'Scotch', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	[]
fidelis83	['Tripel', 'Sterke ale donker', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
fidemaster	['Quadrupel']	[]
fiercepanda	['Sterke ale', 'Rood bruin']	[]
fifelee	['Quadrupel']	[]
fifi	['Quadrupel']	[]
filipforslund	['Blond']	[]
finol	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Ale']	[]
firemedic713	['Amber ale']	['Quadrupel']
fireteacher	['IPA']	[]
fishead	['Sterke ale']	[]
fishingnet	['Quadrupel', 'Wilde ale', 'Tripel', 'Sterke ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['IPA']
fishman	['Donker', 'Sterke ale', 'Dubbel abdij']	['Tripel']
fiulijn	['Kerstbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier', 'Sterke ale donker', 'Donker', 'Amber', 'Sterke ale', 'Witbier', 'Specialty Grain', 'Dark Strong Ale', 'Fruitbier', 'IPA', 'Gueuze', 'Ale', nan, 'Scotch', 'Fruitbier frambozen', 'Sterke ale amber', 'Tripel', 'Blond', 'Rood bruin']	['Fruitbier', 'Kruidenbier', 'Wilde ale', 'Pale Ale', 'Tripel', 'Donker', 'Pils', 'Sterke ale', 'Fruitbier krieken', 'Low Alcoholic Beer', 'Gueuze', 'Sterke ale blond']
fiver29	['Amber ale', 'Quadrupel']	[]
flatmatt	['Amber ale', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
flavio_b	['Quadrupel', 'Tripel', 'Ale', 'IPA']	[]
flemdawg	['Fruitbier krieken', 'Tripel', 'Sterke ale', 'Witbier']	[]
flemmingwillum	['Quadrupel', 'Dubbel', 'Tripel', 'Sterke ale', 'Fruitbier krieken']	[]
flocco	['Quadrupel', 'Dubbel abdij']	[]
floris87	['Wilde ale']	[]
floydian1	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Dubbel abdij']	[]
fluffy	['Dubbel', 'Donker', 'Witbier', 'Scotch', 'Dubbel abdij']	[]
fluids	['Quadrupel', 'Blond', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
flutetokill	['Fruitbier', 'Wilde ale', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin']	[]
fly	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA', 'Rood bruin', 'Fruitbier krieken', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['IPA']
flying_pig	['Amber ale', 'Fruitbier', 'Tripel']	[]
flyingzambonie	['Tripel', 'Ale']	[]
foduck	['Quadrupel', 'Tripel', 'Sterke ale', 'Witbier', 'Sterke ale blond']	[]
fogdoctor	['Quadrupel', 'Tripel']	[]
foglemark	[]	[]
fomentateur	['Tripel', 'Sterke ale']	[]
fonefan	['Wilde ale', 'Wheat Beer - Hefeweizen', 'Kerstbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier', 'Sterke ale donker', 'Donker', 'Amber', 'Sterke ale', 'Witbier', 'Kerstbier blond', 'Fruitbier', 'Kruidenbier', 'Stout', 'Saison', 'Pils', 'Fruitbier krieken', 'Gueuze', 'Ale', nan, 'Blond', 'Tripel', 'Rood bruin', 'Low Alcoholic Beer']	['Fruitbier', 'Blond', 'Tripel', 'Donker', 'Pils', 'IPA', 'Fruitbier krieken', 'Low Alcoholic Beer', 'Witbier', 'Fruitbier frambozen']
foodtraveller	['Amber ale', 'Sterke ale']	[]
footbalm	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Amber ale']	[]
footy	['Quadrupel', 'Blond', 'Donker', 'Sterke ale', 'Rood bruin', 'Aperitiefbier']	[]
ford9719	['Quadrupel', 'Sterke ale']	[]
fordest	['Tripel', 'Blond', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	['Fruitbier', 'Tripel', 'Aperitiefbier']
forsides	['Amber ale', 'IPA', 'Dubbel abdij']	[]
forst	['Sterke ale']	[]
foundmd	['Amber ale', 'Tripel', 'Rood bruin']	[]
fraans	['Ale', 'Sterke ale']	['Pils', 'Dark strong ale']
franciscus81	['Amber ale', 'Sterke ale']	[]
frankR	['Quadrupel', 'Tripel']	[]
frankbaeyens	['Tripel']	[]
frankcolub	['Amber ale', 'Saison', 'Sterke ale', 'Witbier']	[]
frankenkitty	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Fruitbier krieken', 'Witbier', 'Scotch']	['Rood bruin']
